Product,Category,Price_Now,Price_Before,Discounts %,Stock,Rating,Voters,Qualification %
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,456.5,8.0,Con stock completo,3.8,37.0,76.0
"2020 HP Pavilion - Computadora portátil de 14"" HD, procesador AMD Athlon Silver 3050U, 4 GB RAM, 128 GB SSD, AMD Radeon Graphics, USB-C, Win 10, negra, tarjeta USB de 32 GB Snow Bell, Negro",HP,349.0,366.5,4.8,Solo queda(n) 11 en stock,4.4,329.0,88.0
"HP Elite Chromebook Enterprise c1030 - Laptop con pantalla táctil de 13.5 pulgadas, Intel Core i7-10610U Quad-Core - 16 GB de RAM - SSD de 256 GB - Chrome OS - Gráficos Intel UHD",HP,2059.89,2079.5,0.9,Solo queda(n) 1 en stock,3.1,817.0,62.0
"MSI GF75, portátil para juegos de 17,3"", i5-10300H, 8 GB, 512 GB SSD, 4G",MSI,615.73,667.4,7.7,Con stock completo,5.0,6.0,100.0
"HP 2022 Victus 15.6"" 144Hz Gaming Laptop, Intel 12th Core i5-12450H, 32GB RAM, 1TB PCIe SSD, NVIDIA GeForce GTX 1650 Graphics 4GB, teclado retroiluminado, Windows 11 Pro, Mica Silver, tarjeta USB de 32GB",HP,999.0,1041.4,4.1,Solo queda(n) 2 en stock,4.7,4.0,94.0
"Nueva PC portátil HP de 17,3"" HD+ (1600 x 900) con pantalla táctil para empresas, AMD 6-Core Ryzen 5-5500U hasta 4,0GHz, 12GB DDR4, 1TB HDD, Webcam, Wireless-AC, Bluetooth 5.0, USB-C, HDMI, Windows 10, 64GB ABYS tarjeta SD",HP,642.0,654.2,1.9,Solo queda(n) 1 en stock,4.7,15.0,94.0
"Lenovo ThinkPad T490 20N20032US Notebook de 14"" - 1920 X 1080 - Core i5 I5-8265U - 8 GB RAM - 256 GB SSD - Negro brillante - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - Intercambio en plano (IPS) Te",LENOVO,899.0,939.0,4.3,Solo queda(n) 1 en stock,4.6,22.0,92.0
"ASUS VivoBook 14 Laptop con pantalla LED Full HD, procesador Intel Core i3-1115G4, actualización de 12 GB DDR4 RAM ,  512 GB PCIe SDD, lector de huellas dactilares, teclado retroiluminado, Windows 10, TWE Pen",ASUS,528.0,556.2,5.1,Solo queda(n) 2 en stock,3.1,179.0,62.0
"ASUS Zenbook UX5400EG - Laptop con pantalla táctil de 14 pulgadas, Intel Core i7-1165G7 de 11ª generación, 16 GB de RAM, SSD de 1 TB - GeForce MX450 - Windows 11 Professional - Gris pino - Kuulpal USB 2.0",ASUS,1099.95,1138.1,3.4,Solo queda(n) 1 en stock,3.1,884.0,62.0
"DELL Precision m3520 Intel Core i5 – 6440HQ x4 2.6 GHz 16 GB 512 GB SSD, Negro (Refurbished Certificado)",DELL,379.0,407.0,6.9,Solo queda(n) 2 en stock,3.1,952.0,62.0
"Portátil Premium 2020 HP 15 15,6"" HD con pantalla táctil Premium (renovado)",HP,615.73,670.4,8.2,Con stock completo,4.2,39.0,84.0
"HP Premium 17 Laptop, 17.3 pulgadas HD+ pantalla táctil de 6 núcleos, AMD Ryzen 5 5500U Radeon Graphics, 16 GB de RAM, 512 GB SSD+1 TB HDD, WiFi, HDMI, Webcam, Windows 10 Home, con cable HDMI 9H",HP,719.0,766.5,6.2,Solo queda(n) 3 en stock,3.9,11.0,78.0
"ASUS TUF Laptop para juegos, 15.6 pulgadas IPS Level Full HD, procesador AMD Ryzen 5 3550H, AMD Radeon Rx 560X, 8GB DDR4, 256GB PCIe Nvme SSD, Gigabit WiFi, Windows 10 - FX505DY-ES51",ASUS,615.73,646.7,4.8,Con stock completo,4.3,406.0,86.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,592.8,9.1,Solo queda(n) 1 en stock,4.3,50.0,86.0
"DELL Latitude, 7185, portátil de 14"", visualización Full-HD, Intel Core i5 – 7300u 2,6 gHz Dual-Core, 8 GB DDR4, 256 GB unidad de estado sólido, 802.11 ac, Bluetooth teclado retroiluminado, Win10Pro (reacondicionado certificado)",DELL,208.99,228.3,8.5,Solo queda(n) 3 en stock,4.0,57.0,80.0
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",LENOVO,219.0,261.6,16.3,Con stock completo,4.0,29.0,80.0
"Dell Precision M3530 Intel Core i7-8850H X6 2.6GHz 32GB 1TB SSD 15.6"" Win10, (Renovado) 2.6GHz 1TB disco duro externo",DELL,695.0,745.9,6.8,Solo queda(n) 2 en stock,1.0,1.0,20.0
"ASUS VivoBook Computadora portátil FHD de 14 pulgadas, Intel Core i3 1005G1 hasta 3.4 GHz, 4 GB DDR4 RAM, 128 GB PCIe SSD, 802.11AC WiFi, Bluetooth 4.1, cámara web, Dreamy White, Windows 10 S, unidad flash de 64 GB",ASUS,646.38,690.5,6.4,Solo queda(n) 1 en stock,4.4,10.0,88.0
"Dell Latitude 5510 15.6"" Notebook - Full HD - 1920 x 1080 - Core i5 i5-10210U 10th Gen 1.6GHz Quad-Core (4 Core) - 8GB RAM - 256GB SSD",DELL,615.73,628.1,2.0,Con stock completo,5.0,3.0,100.0
"HP 2 en 1 Convertible Chromebook 11.6 HD IPS Pantalla táctil, procesador Intel Celeron N3350, 4 GB RAM 32 GB SSD, Intel HD Graphics, Wi",HP,238.0,252.6,5.8,Solo queda(n) 1 en stock,4.4,130.0,88.0
Dell Latitude 13-7380 Intel Core E: 7600U X2 3.9GHz 8GB 128GB SSD Negro (Certified Refurbished),DELL,299.0,318.5,6.1,Solo queda(n) 2 en stock,2.7,3.0,54.0
"Lenovo Estación de trabajo portátil resistente ThinkPad P15 Gen 2 20YQ003JUS de 15,6"" - 4K UHD - 3840 x 2160 - Intel Core i7 (11ª generación) i7-11850H Octa-core (8 núcleos) 2,50 GHz - 32 GB RAM - SSD de 1 TB - Negro",LENOVO,2649.0,2681.3,1.2,Solo queda(n) 1 en stock,3.1,474.0,62.0
"Dell XPS 13-9350 computadora portable de 13.3"" con procesador Intel Core i7-6560U X2 2.2GHz, 16 GB 512 GB SSD, plateada (renovación certificada).",DELL,839.0,874.9,4.1,Solo queda(n) 1 en stock,2.8,12.0,56.0
"Lenovo 14"" ThinkPad X1 Carbon Gen 8 Laptop - 14"" WQHD (2560 x 1440) - 1,8 GHz Intel Core i7-10610U Quad-Core - 512GB SSD - 16GB - Windows 10 Pro",LENOVO,2630.9,2680.8,1.9,Con stock completo,3.1,798.0,62.0
"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD IPS Display Business Laptop, Intel Hexa Core i7-10750H, 16GB RAM 512GB SSD, GeForce GTX 1650 Ti, huella digital, Windows 10 Pro ,  Tarjeta USB de tela de 32GB",LENOVO,615.73,646.0,4.7,Con stock completo,4.6,27.0,92.0
Dell Precision 3541 Laptop 15.6 - Intel Core i7 de 9ª generación - i7-9750H - Six Core 4.5Ghz - 256GB SSD - 8GB RAM - Nvidia Quadro P620 2GB - 1920x1080 FHD - Windows 10 Pro (renovado),DELL,795.0,815.4,2.5,Solo queda(n) 11 en stock,1.4,2.0,28.0
"HP Envy x360 Pantalla táctil Full HD convertible de 15.6 pulgadas, Intel Core i7-10510U de 10ª generación, memoria DDR4 de 8 GB, unidad SSD PCIe NVMe de 512 GB, plata natural",HP,905.9,929.3,2.5,Solo queda(n) 1 en stock,4.3,126.0,86.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,401.2,13.0,Con stock completo,3.5,89.0,70.0
"Bmax Y11Plus - Laptop 2 en 1, pantalla táctil, Quad Core N5100 (hasta 2.8 GHz), 8 GB LPDDR4, 256 GB SATA SSD de 11.6 pulgadas FHD (1920 x 1080), convertible de 360 grados, tipo C, Windows 10, HDMI, cuerpo totalmente metálico",BMAX,399.99,425.0,5.9,Con stock completo,3.9,387.0,78.0
"HP Chromebook 14a-na0122od 14"" Intel Pentium Silver N5030 4 GB de memoria; 64 GB eMMC Storage Chrome OS Ceramic White (renovado)",HP,129.95,157.0,17.2,Con stock completo,3.9,3.0,78.0
"HP Laptop HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, DDR4 de 4 GB, almacenamiento eMMC de 64 GB, WiFi 5, cámara web, HDMI, Windows 10 S, accesorios legendarios (compatible con Google Classroom o Zoom) (blanco)",HP,299.99,320.6,6.4,Con stock completo,4.5,2587.0,90.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,373.5,6.6,Con stock completo,3.5,89.0,70.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",RUZAVA,209.99,222.5,5.6,Con stock completo,4.8,13.0,96.0
"Dell XPS 13 7390 - Computadora portátil de negocios FHD IPS de 13.3 pulgadas, pantalla táctil Intel Quad-Core i5-10210U (Beats i7-8550U) 8GB DDR4 512GB SSD teclado retroiluminado con huella dactilar Thunderbolt Win10 Platino Plata",DELL,1039.0,1050.3,1.1,Solo queda(n) 3 en stock,4.0,44.0,80.0
"Laptop HP de 17.3 pulgadas HD+ con pantalla táctil para oficina de negocios, AMD Ryzen 5 5500U (Beats i7-1065G7), 16 GB DDR4 RAM, 512 GB PCIE SSD, paquete con HDMI, Windows 10 Home, plateado",HP,699.99,732.0,4.4,Solo queda(n) 5 en stock,4.3,8.0,86.0
"Lenovo IdeaPad 3 - Ordenador portátil FHD antirreflejante, AMD Ryzen 5 5500U, gráficos AMD Radeon 7, 8 GB DDR4 3200 MHz, SSD PCIe de 256 GB, teclado retroiluminado, lector de huellas dactilares, cámara web, HDMI, Windows 10, paquete TWE",LENOVO,583.0,621.5,6.2,Solo queda(n) 5 en stock,3.7,11.0,74.0
"Dell Inspiron - Pantalla táctil retroiluminada LED 2 en 1, i7-8565U, DDR4 de 8 GB 2666 MHz, SSD PCIe m.2 de 256 GB, 14 pulgadas, plata, Alexa integrada (i5482-7069SLV-PUS)",DELL,615.73,666.2,7.6,Con stock completo,4.2,68.0,84.0
"Lenovo Ideapad 3 15 - Computadora portátil con pantalla táctil de 15.6 pulgadas, Intel Core i3-1115G4 de 11ª generación (Beat i5-8250U), 12 GB de RAM, 256 GB PCIe SSD, 1 año Office 365, HDMI, USB-C, WiFi, Bluetooth, Windows 11 S, gris",LENOVO,448.88,501.3,10.5,Solo queda(n) 4 en stock,4.6,3.0,92.0
"2022 HP 15 Laptop 11ª generación i5-1135G7 16 GB RAM 1TB SSD, 15.6 Micro-Edge FHD Display, Webcam, HDMI, Wi-Fi, HP Fast Charge, diseño fino ligero premium, Windows 10-Free Windows 11 Update ,  Paquete ROKC",HP,739.99,774.4,4.4,Solo queda(n) 7 en stock,5.0,5.0,100.0
"Lenovo Laptop Flex 5 13 Chromebook, pantalla táctil FHD de 13.3 pulgadas, procesador Intel Core i3-1115G4, 8 GB de RAM, 64 GB de almacenamiento eMMC, gráficos Intel UHD, Chrome OS, paquete con JAWFOAL",LENOVO,369.99,418.2,11.5,Solo queda(n) 2 en stock,4.2,11.0,84.0
"Laptop HP 15 2021, AMD Ryzen 5 5500U (Beat i7-1065G7) 16 GB RAM 512 GB SSD, pantalla FHD de 15.6 pulgadas, cámara web para zoom, HDMI, Wi-Fi, diseño delgado ligero, Windows 11 Upgrade,  Paquete VAATE",HP,649.99,671.7,3.2,Solo queda(n) 14 en stock,4.2,43.0,84.0
"Acer Swift 1, portátil Full HD de 14"", Intel Pentium Silver N5000, 4GB, 64GB HDD, SF114-32-P2PK",ACER,365.17,399.5,8.6,Solo queda(n) 2 en stock,4.1,138.0,82.0
"Dell Precision 3000 3561 - Estación de trabajo móvil de 15.6"" - Full HD - 1920 x 1080 - Intel Core i7 11ª generación i7-11850H Octa-core (8 Core) 2.50 GHz - 32 GB RAM - 512 GB SSD - Gris Titan",DELL,3489.83,3520.1,0.9,Solo queda(n) 3 en stock,3.1,383.0,62.0
"Lenovo Computadora portátil de 14 pulgadas con luz fina Chromebook insignia 2022, procesador Intel Celeron N4020, hasta 2.80 GHz, 4 GB de RAM, 64 GB eMMC+64 GB de tarjeta, WiFi, cámara web, batería de más de 10 horas, Chrome OS+auriculares TGCD Bundle",LENOVO,209.95,242.7,13.5,Solo queda(n) 12 en stock,5.0,3.0,100.0
"HP Laptop 17, pantalla táctil HD+ de 17.3 pulgadas, procesador Intel Core i7-1255U, 32 GB de RAM, SSD PCIe de 1 TB + disco duro de 1 TB, cámara web, HDMI, lector de huellas dactilares, teclado retroiluminado, Wi-Fi 6, Windows 11 Home, plateado",HP,1019.0,1071.6,4.9,Solo queda(n) 1 en stock,4.8,6.0,96.0
"HP Chromebook 14a-na0122od 14"" Intel Pentium Silver N5030 4 GB de memoria; 64 GB eMMC Storage Chrome OS Ceramic White (renovado)",HP,129.95,179.4,27.6,Con stock completo,3.9,3.0,78.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",RUZAVA,209.99,247.6,15.2,Con stock completo,3.9,6.0,78.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",RUZAVA,209.99,252.0,16.7,Con stock completo,4.6,6.0,92.0
Lenovo 20XW004GUS TopSeller Thinkpad X1 Carbon G9syst I7-1185g7 0.11 oz 16gb 512gb Ssd 14in,LENOVO,1200.0,1226.0,2.1,Solo queda(n) 3 en stock,3.1,614.0,62.0
"ASUS VivoBook 15 - Laptop FHD Business de 15.6 pulgadas delgada y ligera 2022, Intel Core i3-1005G1 (hasta 3.4 GHz, >i5-8250U), huellas dactilares, Windows 10 S con accesorios 3en 1 (12 GB RAM ,  SSD PCIe de 512 GB)",ASUS,449.99,476.3,5.5,Solo queda(n) 10 en stock,4.7,8.0,94.0
"HP Chromebook x360-14"" HD Touch - Pentium Silver N5000-4GB - 64GB eMMC - Silver White (Renovado)",HP,289.99,334.7,13.4,Solo queda(n) 2 en stock,4.0,26.0,80.0
"Panasonic Toughpad FZ-G1 Intel Core i5-5300U 2.30GHz, 10.1"" WUXGA multitáctil + digitalizador LCD, Win 10 Pro, 256GB SSD, 8GB, Wi-Fi, 4G LTE, cámara, cámara web, batería de larga duración, puerto LAN (renovado)",PANASONIC,769.98,807.9,4.7,Solo queda(n) 5 en stock,4.0,2.0,80.0
"HP Tuners Laptop HP Pavilion 17 2022, pantalla FHD IPS de 17.3 pulgadas, Intel i5-1135G7 de 11ª generación (hasta 4.2 GHz, Beat i7-10710U), 20 GB de RAM, SSD de 256 GB + 1 TB HDD, HDMI, WiFi, Bluetooth, cámara web, Windows 11+JVQ MP",HP,799.0,817.7,2.3,Solo queda(n) 19 en stock,4.3,15.0,86.0
MSI Pulse GL66 - Laptop para juegos FHD Intel Core i5-11400H RTX3050 8GB 512GBNVMe SSD Win11 - Gris (11UCK-1250),MSI,919.99,958.0,4.0,Solo queda(n) 2 en stock,3.1,850.0,62.0
"HP 1BS98UA#ABA EliteBook x360 1030 G2, 256 GB SSD, Intel Core i7-7600U @ 2.8 GHz, Windows 10, 8 GB RAM, Bluetooth (Renovado)",HP,329.99,349.8,5.7,Solo queda(n) 2 en stock,5.0,1.0,100.0
"Lenovo Lo último en ThinkPad X1 Carbon Gen 10, Intel i7-1260P (12 núcleos), FHD de 14 pulgadas (1920 x 1200), IPS, antirreflejos, DDR5 de 16 GB, SSD de 2 TB, 4G WWAN, tarjeta Nano SIM, cámara de 1080p, Win 11 Pro, color negro",LENOVO,2299.0,2351.1,2.2,Con stock completo,3.1,473.0,62.0
"Dell Chromebook 11 3000 3100 - Chromebook robusto de 11.6 pulgadas - HD - 1366 x 768 - Intel Celeron N4120 Quad-core (4 núcleos) - 4 GB de RAM total, memoria flash de 32 GB",DELL,305.22,332.2,8.1,Solo queda(n) 6 en stock,3.1,928.0,62.0
"HP - Ordenador portátil (15,6"", HD Touch, i7-8565U, memoria de 12 GB, SSD de 256 GB)",HP,615.73,650.5,5.4,Con stock completo,4.2,69.0,84.0
"Gateway GWTN116 11.6 pulgadas 4GB 64GB eMMC Celeron® N4020 1.1GHz Win10S, rojo, 11-11.99 pulgadas",GATEWAY,219.99,233.1,5.6,Solo queda(n) 1 en stock,4.5,2.0,90.0
"Portátil Dell Latitude 3000 3420 de 14"" - HD - 1366 x 768 - Intel Core i3 (11ª generación) i3-1115G4 de doble núcleo (2 núcleos) 3 GHz - 4 GB de RAM - SSD de 128 GB - Negro",DELL,701.92,737.4,4.8,Solo queda(n) 1 en stock,3.1,106.0,62.0
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",LENOVO,219.0,256.1,14.5,Con stock completo,4.0,29.0,80.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,431.1,2.6,Con stock completo,3.8,37.0,76.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,566.6,4.9,Solo queda(n) 1 en stock,4.3,50.0,86.0
"HP Laptop HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, DDR4 de 4 GB, almacenamiento eMMC de 64 GB, WiFi 5, cámara web, HDMI, Windows 10 S, accesorios legendarios (compatible con Google Classroom o Zoom) (blanco)",HP,299.99,353.7,15.2,Con stock completo,4.5,2587.0,90.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",RUZAVA,209.99,242.5,13.4,Con stock completo,3.9,6.0,78.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",RUZAVA,209.99,231.2,9.2,Con stock completo,4.8,13.0,96.0
"Ordenador portátil Dell Inspiron 15 de 6 pulgadas HD Flagship Premium, 8ª generación Intel Core i5-8265U hasta 3,1 GHz, 8 GB de memoria RAM DDR4, 256 GB SSD, HDMI, USB 3.0, Bluetooth, WiFi, Windows 10 Home (renovado)",DELL,615.73,668.2,7.8,Con stock completo,4.6,2.0,92.0
"Lenovo ThinkPad T15 Gen 1 20S6003YUS 15.6"" sin ordenador portátil - 4K UHD - 3840 x 2160 - Intel Core i7 (10ª generación) i7-10610U Quad-core (4 núcleos) 1.8GHz - 24GB RAM - 1TB SSD - Negro brillante",LENOVO,1899.0,1941.0,2.2,Solo queda(n) 1 en stock,3.1,892.0,62.0
"Laptop Lenovo Chromebook 3 11 de 11.6 pulgadas para negocios y estudiantes, Intel Celron N4020 (hasta 2.8 GHz), 4 GB de RAM, 320 GB de espacio (64 GB eMMC+tarjeta de 256 GB), cámara web, USB tipo C, Wifi, Chrome OS, negro+JVQ MP",LENOVO,199.0,252.5,21.2,Con stock completo,5.0,2.0,100.0
"Acer Aspire One Cloudbook, 11-Inch HD, 32GB, Windows 10, Gray (AO1-131-C9PM) includes Office 365 Personal – 1 year **Discontinued by Manufacturer**",ACER,199.0,245.7,19.0,Solo queda(n) 2 en stock,4.0,461.0,80.0
"HP Chromebook 11A G8 EE 11.6"" Chromebook - HD - 1366 x 768 - AMD Serie A A6-9220C Dual-core (2 núcleos) 1.80 GHz - 8 GB RAM - Memoria Flash de 32 GB - Chrome OS - Gráficos AMD Radeon R5 - Inglés Keybo",HP,232.96,246.4,5.4,Solo queda(n) 2 en stock,4.5,4.0,90.0
"Lenovo Laptop ideapad Flex 5 2 en 1, AMD Ryzen 7 5700U (> i7-10750H) , pantalla táctil Full HD 1080P IPS de 15.6 pulgadas, huella digital, tipo C, Wi-Fi 6, cámara web (16 GB RAM ,  1 TB PCIe SSD)",LENOVO,859.99,877.0,1.9,Solo queda(n) 4 en stock,3.1,959.0,62.0
"DELL Latitude D820 C2D 2160 2048MB, 80GB, DVD+-R, CDRW, WiFi, XPH, 15.4",DELL,615.73,658.7,6.5,Con stock completo,3.6,124.0,72.0
"Lenovo Netbook de 100e Windows de 2ª generación 81M8005MUS de 11.6 pulgadas - HD - 1366 x 768 - Intel Celeron N4120 Quad-core (4 núcleos) 1.10 GHz - 4 GB de RAM total, 128 GB SSD - Gris",LENOVO,300.9,324.0,7.1,Solo queda(n) 5 en stock,3.1,852.0,62.0
"Ordenador portátil HP Pavilion 15.6"" HD 2021, procesador Intel de doble núcleo Pentium, 16 GB RAM, 256 GB SSD, cámara web HD, Intel UHD Graphics 605, Bluetooth, USB-C, Windows 10 S, rojo, tarjeta USB SnowBell de 32 GB",HP,399.0,424.4,6.0,Solo queda(n) 17 en stock,4.1,58.0,82.0
"Acer Nitro 5 AN515-45-R83Z Gaming Laptop, AMD Ryzen 5 5600H Hexa-Core Processor ,  NVIDIA GeForce GTX 1650 ,  Pantalla IPS FHD 144Hz de 15,6"" ,  8GB DDR4 ,  SSD NVMe de 256GB ,  WiFi 6 ,  Teclado retroiluminado",ACER,709.0,720.4,1.6,Solo queda(n) 3 en stock,4.5,42.0,90.0
"ASUS VivoBook 15 Laptop con pantalla táctil FHD IPS de 15.6 pulgadas, Intel Core i3-1115G4, RAM DDR4 de 12 GB, SSD de 1 TGB, lector de huellas dactilares, teclado retroiluminado, Windows 10 Home en modo S, bolígrafo TWE",ASUS,640.0,686.2,6.7,Solo queda(n) 6 en stock,4.3,8.0,86.0
"HP Laptop delgada y ligera FHD 2022 de 15.6 pulgadas, procesador Intel Core i5-1135G7, 8 GB de RAM, SSD de 256 GB, gráficos Intel Iris Xe, HDMI, cámara web, WiFi, Windows 11, plata natural, soporte IFT de 2 semanas",HP,499.0,545.8,8.6,Solo queda(n) 3 en stock,4.1,13.0,82.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,388.4,10.1,Con stock completo,3.5,89.0,70.0
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",ALLDOCUBE,379.9,417.3,9.0,Solo queda(n) 13 en stock,4.3,132.0,86.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,458.0,8.3,Con stock completo,3.8,37.0,76.0
"HP ProBook 450 G3 15.6"" Ultrabook empresarial: Intel Core i5-6200U ,  500GB ,  8GB DDR3 ,  (1920x1080) FHD ,  DVD - Windows 10 Pro (renovado)",HP,299.98,345.5,13.2,Solo queda(n) 3 en stock,3.1,342.0,62.0
"HP SBUY EB850G7 I5-10310U 15 8GB, 256 PC Intel I5-10310U, 15.6 FHD AG LED UWVA, UMA,",HP,1515.38,1560.2,2.9,Solo queda(n) 1 en stock,3.1,996.0,62.0
"Acer Chromebook Spin 713: Intel Core i3-10110U, 4GB DDR4, 64GB eMMC, 13.5"" 2K VertiView pantalla táctil, teclado retroiluminado, Google Chrome OS (renovado)",ACER,374.99,389.6,3.8,Solo queda(n) 1 en stock,3.6,4.0,72.0
"Dell Precision 3000 3570 - Estación de trabajo móvil de 15.6 pulgadas - Full HD - 1920 x 1080 - Intel Core i5 de 12ª generación i5-1235U Deca-core (10 núcleos) 1.70 GHz - 16 GB de RAM total, SSD de 256 GB, gris Titan",DELL,1499.99,1530.4,2.0,Sólo hay 1 disponible(s).,3.1,391.0,62.0
"HP Laptop con pantalla FHD de 14 pulgadas, AMD Ryzen 3 3250U hasta 3.5GHz (Beat i5-7200U), 16GB RAM, SSD de 512GB, gráficos AMD Radeon, cámara web, WiFi 5, Bluetooth, Windows 11 Home en modo S, paquete con JAWFOAL",HP,476.99,522.4,8.7,Solo queda(n) 1 en stock,3.1,312.0,62.0
"2022 Acer Aspire 5 Slim 15.6"" FHD IPS Laptop, AMD Quad-Core Ryzen 3 3350U (hasta 3.5GHz, Beat i5-7200U), 8GB RAM, 128GB SSD + 500GB HDD, WiFi 6, teclado retroiluminado, huella digital, HDMI, Windows 11+ JVQ MP",ACER,449.0,492.9,8.9,Con stock completo,5.0,5.0,100.0
"Dell Latitude 7000 7430 - Cuaderno de 14 pulgadas - Full HD - 1920 x 1080 - Intel Core i5 de 12ª generación i5-1250P Dodeca-core (12 núcleos) 1.70 GHz - 16 GB RAM total, memoria integrada de 16 GB, SSD de 256 GB, fibra de carbono",DELL,999.0,1041.6,4.1,Solo queda(n) 4 en stock,3.1,659.0,62.0
"HP La más nueva pantalla táctil HD de 15.6 pulgadas, computadora portátil premium, Intel Core i5-7200U de doble núcleo, 8 GB de RAM, 1 TB HDD, Bluetooth, WiFi, altavoces estéreo, Windows 10 Home",HP,615.73,638.2,3.5,Con stock completo,4.2,344.0,84.0
"Gateway Computadora portátil FHD Ultra Slim de 15.6 pulgadas, AMD Ryzen 5 3450U de cuatro núcleos hasta 3.5 GHz (Beat i5-8365U), RAM DDR4 de 16 GB, SSD de 256 GB, escáner de huellas dactilares, Windows 10, unidad flash BROAGE de 64 GB, negro",GATEWAY,615.73,668.7,7.9,Con stock completo,4.0,19.0,80.0
"Dell LATI 5400 Chrome CEL, 2.2 2C 14 4GB 128GB",DELL,954.54,998.5,4.4,Solo queda(n) 1 en stock,4.5,2.0,90.0
"HP 15-DW3365ST 15.6"" 8GB 256GB SSD Core™ i5-1135G7 2.4GHz WIN11H, Natural Silver (renovado)",HP,349.95,398.9,12.3,Solo queda(n) 1 en stock,3.1,998.0,62.0
